Country,Country_Code,Region,Year,Month,Flight_Capacity,Passengers,Load_Factor,Average_Ticket_Price,Revenue,Tourism_Maturity
Netherlands,NET,Europe,2020,5,83964,68870,0.82,2084.08,143530608.73,mature
Netherlands,NET,Europe,2020,6,131360,86862,0.661,2580.36,224135209.21,mature
Netherlands,NET,Europe,2020,7,174296,132956,0.763,3030.32,402898869.55,mature
Netherlands,NET,Europe,2020,8,140436,119212,0.849,3088.98,368243045.96,mature
Netherlands,NET,Europe,2020,9,132612,95506,0.72,2189.6,209119989.59,mature
Netherlands,NET,Europe,2020,10,114815,108402,0.944,1896.08,205539386.93,mature
Netherlands,NET,Europe,2020,11,105763,66693,0.631,1920.75,128100901.57,mature
Netherlands,NET,Europe,2020,12,55422,41805,0.754,3016.08,126087295.17,mature
Netherlands,NET,Europe,2021,1,135983,122827,0.903,2008.3,246673555.92,mature
Netherlands,NET,Europe,2021,2,145450,87403,0.601,2057.11,179797811.08,mature
Netherlands,NET,Europe,2021,3,147141,114296,0.777,2128.13,243237205.35,mature
Netherlands,NET,Europe,2021,4,156330,105009,0.672,2102.68,220799996.31,mature
Netherlands,NET,Europe,2021,5,214924,146529,0.682,1966.03,288080062.31,mature
Netherlands,NET,Europe,2021,6,260616,219440,0.842,2498.21,548208088.55,mature
Netherlands,NET,Europe,2021,7,420903,341767,0.812,3116.26,1065036346.86,mature
Netherlands,NET,Europe,2021,8,437063,329574,0.754,2780.98,916537656.66,mature
Netherlands,NET,Europe,2021,9,202110,145093,0.718,1706.73,247635218.74,mature
Netherlands,NET,Europe,2021,10,276771,244237,0.882,1924.36,469999009.19,mature
Netherlands,NET,Europe,2021,11,157702,101135,0.641,2195.17,222008719.37,mature
Netherlands,NET,Europe,2021,12,177525,123060,0.693,3013.3,370817285.77,mature
Netherlands,NET,Europe,2022,1,157314,106783,0.679,1677.23,179100059.38,mature
Netherlands,NET,Europe,2022,2,176967,115467,0.652,1671.72,193028449.14,mature
Netherlands,NET,Europe,2022,3,173304,123014,0.71,2081.56,256060754.98,mature
Netherlands,NET,Europe,2022,4,257408,234410,0.911,1844.02,432255970.61,mature
Netherlands,NET,Europe,2022,5,290559,196502,0.676,1822.37,358100239.96,mature
Netherlands,NET,Europe,2022,6,308949,217243,0.703,3211.2,697611096.65,mature
Netherlands,NET,Europe,2022,7,503826,456639,0.906,2583.24,1179609363.27,mature
Netherlands,NET,Europe,2022,8,441857,300568,0.68,3096.05,930573968.58,mature
Netherlands,NET,Europe,2022,9,426978,378035,0.885,1686.01,637372142.22,mature
Netherlands,NET,Europe,2022,10,282919,172581,0.61,1689.06,291500386.52,mature
Netherlands,NET,Europe,2022,11,188845,131571,0.697,1853.82,243909283.7,mature
Netherlands,NET,Europe,2022,12,172880,128229,0.742,3137.81,402358533.14,mature
Switzerland,SWI,Europe,2018,1,99810,65396,0.655,3359.12,219673065.98,mature
Switzerland,SWI,Europe,2018,2,101121,66123,0.654,3589.31,237335926.31,mature
Switzerland,SWI,Europe,2018,3,127771,93073,0.728,3148.87,293074710.73,mature
Switzerland,SWI,Europe,2018,4,157454,125193,0.795,3116.42,390154053.89,mature
Switzerland,SWI,Europe,2018,5,181059,165952,0.917,3034.52,503584290.47,mature
Switzerland,SWI,Europe,2018,6,231711,167186,0.722,4671.9,781076136.67,mature
Switzerland,SWI,Europe,2018,7,266338,229933,0.863,5082.6,1168656643.09,mature
Switzerland,SWI,Europe,2018,8,213889,132839,0.621,5334.43,708620609.59,mature
Switzerland,SWI,Europe,2018,9,220860,171637,0.777,3223.22,553224590.27,mature
Switzerland,SWI,Europe,2018,10,188216,122050,0.648,3386.77,413355657.32,mature
Switzerland,SWI,Europe,2018,11,135207,116300,0.86,2750.7,319906973.72,mature
Switzerland,SWI,Europe,2018,12,113494,90211,0.795,5223.55,471222005.38,mature
Switzerland,SWI,Europe,2019,1,132896,120677,0.908,3625.02,437456392.29,mature
Switzerland,SWI,Europe,2019,2,94876,61489,0.648,3362.89,206780701.95,mature
Switzerland,SWI,Europe,2019,3,178956,112068,0.626,3289.08,368600812.28,mature
Switzerland,SWI,Europe,2019,4,152669,93043,0.609,3413.23,317576978.48,mature
Switzerland,SWI,Europe,2019,5,221703,179630,0.81,3596.41,646022636.11,mature
Switzerland,SWI,Europe,2019,6,228366,145432,0.637,5255.77,764356880.23,mature
Switzerland,SWI,Europe,2019,7,321814,223843,0.696,5083.89,1137993970.5,mature
Switzerland,SWI,Europe,2019,8,322437,271285,0.841,5157.03,1399024430.91,mature
Switzerland,SWI,Europe,2019,9,185631,130140,0.701,3601.41,468687023.43,mature
Switzerland,SWI,Europe,2019,10,196055,133701,0.682,3254.65,435149298.07,mature
Switzerland,SWI,Europe,2019,11,137355,92919,0.676,3388.0,314809993.52,mature
Switzerland,SWI,Europe,2019,12,100484,70971,0.706,4996.6,354613816.69,mature
Switzerland,SWI,Europe,2020,1,30703,20809,0.678,3616.68,75259393.32,mature
Switzerland,SWI,Europe,2020,2,36875,28564,0.775,2935.11,83838518.03,mature
Switzerland,SWI,Europe,2020,3,30155,24154,0.801,2878.42,69525328.8,mature
Switzerland,SWI,Europe,2020,4,48898,36338,0.743,3206.22,116507661.91,mature
Switzerland,SWI,Europe,2020,5,47248,30109,0.637,3703.39,111505465.01,mature
Switzerland,SWI,Europe,2020,6,70820,53055,0.749,5153.03,273394209.16,mature
Switzerland,SWI,Europe,2020,7,84631,54241,0.641,4483.48,243188599.99,mature
Switzerland,SWI,Europe,2020,8,72606,58703,0.809,4868.77,285811307.2,mature
Switzerland,SWI,Europe,2020,9,76054,66662,0.877,3593.98,239582202.6,mature
Switzerland,SWI,Europe,2020,10,67023,59010,0.88,3059.54,180543389.68,mature
Switzerland,SWI,Europe,2020,11,38509,30811,0.8,3423.36,105477135.19,mature
Switzerland,SWI,Europe,2020,12,30211,27096,0.897,5386.37,145949096.86,mature
Switzerland,SWI,Europe,2021,1,56363,42825,0.76,3579.74,153302573.6,mature
Switzerland,SWI,Europe,2021,2,46227,29823,0.645,3582.57,106843009.33,mature
Switzerland,SWI,Europe,2021,3,95928,71528,0.746,3626.63,259405511.59,mature
Switzerland,SWI,Europe,2021,4,95677,78631,0.822,3367.02,264752240.81,mature
Switzerland,SWI,Europe,2021,5,105777,74011,0.7,3654.33,270460400.12,mature
Switzerland,SWI,Europe,2021,6,99312,65620,0.661,4732.28,310532019.65,mature
Switzerland,SWI,Europe,2021,7,160520,146573,0.913,4216.2,617981497.12,mature
Switzerland,SWI,Europe,2021,8,183671,132045,0.719,5173.81,683175889.9,mature
Switzerland,SWI,Europe,2021,9,133997,98609,0.736,3723.55,367175585.76,mature
Switzerland,SWI,Europe,2021,10,89164,71529,0.802,3729.36,266757368.39,mature
Switzerland,SWI,Europe,2021,11,64200,55142,0.859,2752.73,151791201.29,mature
Switzerland,SWI,Europe,2021,12,61668,37780,0.613,5428.74,205097967.47,mature
Switzerland,SWI,Europe,2022,1,137696,98738,0.717,3016.8,297872941.83,mature
Switzerland,SWI,Europe,2022,2,69178,49476,0.715,3097.55,153254528.72,mature
Switzerland,SWI,Europe,2022,3,127856,115479,0.903,3481.67,402059749.39,mature
Switzerland,SWI,Europe,2022,4,133939,116267,0.868,3473.27,403826384.14,mature
Switzerland,SWI,Europe,2022,5,140786,101020,0.718,3008.44,303912238.18,mature
Switzerland,SWI,Europe,2022,6,208398,195009,0.936,4870.23,949739543.57,mature
Switzerland,SWI,Europe,2022,7,280153,169487,0.605,5160.48,874634287.24,mature
Switzerland,SWI,Europe,2022,8,274336,225188,0.821,5350.32,1204828526.52,mature
Switzerland,SWI,Europe,2022,9,182503,124866,0.684,2940.03,367109982.52,mature
Switzerland,SWI,Europe,2022,10,146138,134047,0.917,2793.82,374502560.15,mature
Switzerland,SWI,Europe,2022,11,123859,107686,0.869,2837.71,305581651.01,mature
Switzerland,SWI,Europe,2022,12,85260,62081,0.728,4452.48,276414311.3,mature
Austria,AUS,Europe,2018,1,83903,56176,0.67,1678.4,94285878.14,mature
Austria,AUS,Europe,2018,2,111225,93522,0.841,2021.76,189079201.09,mature
Austria,AUS,Europe,2018,3,142262,132804,0.934,2128.32,282649365.0,mature
Austria,AUS,Europe,2018,4,199098,146551,0.736,2126.67,311665599.92,mature
Austria,AUS,Europe,2018,5,198328,142595,0.719,1663.96,237271799.42,mature
Austria,AUS,Europe,2018,6,330802,214279,0.648,2635.02,564629588.92,mature
Austria,AUS,Europe,2018,7,342472,286977,0.838,3140.98,901389627.5,mature
Austria,AUS,Europe,2018,8,348420,290928,0.835,2648.01,770380567.52,mature
Austria,AUS,Europe,2018,9,272959,205599,0.753,2114.16,434668916.56,mature
Austria,AUS,Europe,2018,10,142773,109063,0.764,1859.55,202808391.12,mature
Austria,AUS,Europe,2018,11,175965,164315,0.934,1796.37,295169843.24,mature
Austria,AUS,Europe,2018,12,108758,92126,0.847,3116.31,287092741.85,mature
Austria,AUS,Europe,2019,1,120179,76687,0.638,1821.2,139662581.43,mature
Austria,AUS,Europe,2019,2,90847,67784,0.746,1711.93,116041696.03,mature
Austria,AUS,Europe,2019,3,111527,93748,0.841,2195.64,205837075.7,mature
Austria,AUS,Europe,2019,4,196724,165079,0.839,2104.92,347477739.56,mature
Austria,AUS,Europe,2019,5,187008,152944,0.818,1636.36,250271830.67,mature
Austria,AUS,Europe,2019,6,273896,257313,0.939,3088.64,794746670.01,mature
Austria,AUS,Europe,2019,7,320074,280403,0.876,3155.12,884704846.4,mature
Austria,AUS,Europe,2019,8,268876,235976,0.878,2615.88,617284324.6,mature
Austria,AUS,Europe,2019,9,220823,140095,0.634,1706.93,239132505.63,mature
Austria,AUS,Europe,2019,10,182100,120399,0.661,1694.83,204056147.94,mature
Austria,AUS,Europe,2019,11,135908,121263,0.892,1761.08,213553899.23,mature
Austria,AUS,Europe,2019,12,149313,131811,0.883,2863.28,377412369.6,mature
Austria,AUS,Europe,2020,1,36814,22609,0.614,1820.28,41154740.7,mature
Austria,AUS,Europe,2020,2,28249,18432,0.653,1833.8,33800520.45,mature
Austria,AUS,Europe,2020,3,41161,35197,0.855,1958.86,68945918.14,mature
Austria,AUS,Europe,2020,4,55961,36424,0.651,1635.85,59584169.92,mature
Austria,AUS,Europe,2020,5,50703,30440,0.6,2072.63,63090898.78,mature
Austria,AUS,Europe,2020,6,74879,57718,0.771,2690.0,155261234.32,mature
Austria,AUS,Europe,2020,7,86148,64688,0.751,2412.83,156080880.24,mature
Austria,AUS,Europe,2020,8,79198,61518,0.777,2520.1,155031377.21,mature
Austria,AUS,Europe,2020,9,78736,54805,0.696,1658.74,90907233.77,mature
Austria,AUS,Europe,2020,10,58489,42403,0.725,1621.19,68743318.09,mature
Austria,AUS,Europe,2020,11,32911,23476,0.713,1786.29,41934903.76,mature
Austria,AUS,Europe,2020,12,38667,34612,0.895,2554.73,88424483.64,mature
Austria,AUS,Europe,2021,1,57998,47671,0.822,2082.77,99287925.71,mature
Austria,AUS,Europe,2021,2,76277,45947,0.602,1848.21,84919560.97,mature
Austria,AUS,Europe,2021,3,91553,81481,0.89,1637.37,133414672.83,mature
Austria,AUS,Europe,2021,4,105404,73901,0.701,1644.76,121549273.94,mature
Austria,AUS,Europe,2021,5,98127,64307,0.655,2042.2,131328045.48,mature
Austria,AUS,Europe,2021,6,157108,140568,0.895,2702.05,379822459.95,mature
Austria,AUS,Europe,2021,7,135571,93667,0.691,2774.25,259855614.77,mature
Austria,AUS,Europe,2021,8,178315,130832,0.734,2828.84,370102627.0,mature
Austria,AUS,Europe,2021,9,135845,89351,0.658,1973.83,176363657.53,mature
Austria,AUS,Europe,2021,10,106848,94322,0.883,2014.37,189999098.22,mature
Austria,AUS,Europe,2021,11,73386,56585,0.771,2021.5,114386385.97,mature
Austria,AUS,Europe,2021,12,62337,54692,0.877,2577.6,140974296.73,mature
Austria,AUS,Europe,2022,1,103205,95897,0.929,1942.8,186308743.47,mature
Austria,AUS,Europe,2022,2,78274,47150,0.602,1680.05,79214271.39,mature
Austria,AUS,Europe,2022,3,134621,104040,0.773,1818.3,189175672.46,mature
Austria,AUS,Europe,2022,4,172856,123828,0.716,1922.29,238033382.32,mature
Austria,AUS,Europe,2022,5,192032,150670,0.785,1886.55,284246674.57,mature
Austria,AUS,Europe,2022,6,191949,176222,0.918,2760.64,486485961.91,mature
Austria,AUS,Europe,2022,7,286524,237748,0.83,2454.12,583463271.02,mature
Austria,AUS,Europe,2022,8,239954,187014,0.779,2925.74,547154629.98,mature
Austria,AUS,Europe,2022,9,207147,187661,0.906,1835.33,344420285.4,mature
Austria,AUS,Europe,2022,10,149197,103034,0.691,1996.2,205676614.08,mature
Austria,AUS,Europe,2022,11,96810,58764,0.607,1657.46,97398854.61,mature
Austria,AUS,Europe,2022,12,92323,56398,0.611,2904.39,163801957.42,mature
Greece,GRE,Europe,2018,1,110125,94457,0.858,651.02,61493361.45,mature
Greece,GRE,Europe,2018,2,115149,85532,0.743,731.84,62595428.82,mature
Greece,GRE,Europe,2018,3,135333,128288,0.948,708.27,90861964.39,mature
Greece,GRE,Europe,2018,4,168590,114137,0.677,850.68,97094552.87,mature
Greece,GRE,Europe,2018,5,218866,200331,0.915,722.04,144647071.51,mature
Greece,GRE,Europe,2018,6,224359,175214,0.781,1127.93,197629501.9,mature
Greece,GRE,Europe,2018,7,263060,179469,0.682,1210.72,217286454.47,mature
Greece,GRE,Europe,2018,8,261128,201416,0.771,1129.73,227545818.43,mature
Greece,GRE,Europe,2018,9,280267,171834,0.613,780.56,134125908.23,mature
Greece,GRE,Europe,2018,10,185833,128747,0.693,759.92,97837963.72,mature
Greece,GRE,Europe,2018,11,194481,125305,0.644,680.63,85286265.83,mature
Greece,GRE,Europe,2018,12,144288,105503,0.731,1159.49,122330185.01,mature
Greece,GRE,Europe,2019,1,174029,164527,0.945,724.89,119264184.18,mature
Greece,GRE,Europe,2019,2,129937,119105,0.917,662.12,78861831.06,mature
Greece,GRE,Europe,2019,3,162737,119148,0.732,710.77,84687046.22,mature
Greece,GRE,Europe,2019,4,243621,208720,0.857,733.3,153054225.34,mature
Greece,GRE,Europe,2019,5,256056,197517,0.771,849.48,167786318.27,mature
Greece,GRE,Europe,2019,6,276719,187687,0.678,1039.13,195031518.51,mature
Greece,GRE,Europe,2019,7,343727,241282,0.702,1007.08,242989866.12,mature
Greece,GRE,Europe,2019,8,413104,378052,0.915,1163.2,439751591.05,mature
Greece,GRE,Europe,2019,9,307637,285306,0.927,802.27,228891300.56,mature
Greece,GRE,Europe,2019,10,218792,198816,0.909,776.27,154335150.66,mature
Greece,GRE,Europe,2019,11,140343,102225,0.728,747.02,76364224.63,mature
Greece,GRE,Europe,2019,12,174306,144798,0.831,1240.09,179562380.97,mature
Greece,GRE,Europe,2020,1,47444,33611,0.708,812.49,27308606.71,mature
Greece,GRE,Europe,2020,2,30972,23007,0.743,833.46,19175461.29,mature
Greece,GRE,Europe,2020,3,60736,53987,0.889,701.13,37851843.75,mature
Greece,GRE,Europe,2020,4,63342,42490,0.671,770.87,32754393.83,mature
Greece,GRE,Europe,2020,5,59920,47622,0.795,672.53,32027129.45,mature
Greece,GRE,Europe,2020,6,78512,65433,0.833,1138.73,74510510.54,mature
Greece,GRE,Europe,2020,7,103744,80794,0.779,1262.04,101965515.97,mature
Greece,GRE,Europe,2020,8,100077,72660,0.726,1072.61,77935581.29,mature
Greece,GRE,Europe,2020,9,64326,40748,0.633,712.72,29041980.09,mature
Greece,GRE,Europe,2020,10,64293,43602,0.678,793.24,34586908.31,mature
Greece,GRE,Europe,2020,11,47037,31040,0.66,853.02,26477655.22,mature
Greece,GRE,Europe,2020,12,49568,44703,0.902,1085.04,48504470.77,mature
Greece,GRE,Europe,2021,1,83194,53024,0.637,706.25,37448281.61,mature
Greece,GRE,Europe,2021,2,67342,61004,0.906,876.73,53483790.66,mature
Greece,GRE,Europe,2021,3,109557,93720,0.855,781.27,73220605.05,mature
Greece,GRE,Europe,2021,4,117851,109773,0.931,784.32,86097458.03,mature
Greece,GRE,Europe,2021,5,89688,58956,0.657,780.13,45993171.7,mature
Greece,GRE,Europe,2021,6,173948,159786,0.919,1155.73,184668762.23,mature
Greece,GRE,Europe,2021,7,185774,111842,0.602,1119.63,125221830.32,mature
Greece,GRE,Europe,2021,8,204792,173470,0.847,1082.44,187771625.09,mature
Greece,GRE,Europe,2021,9,164249,137077,0.835,798.38,109439590.08,mature
Greece,GRE,Europe,2021,10,165883,157310,0.948,687.48,108147001.43,mature
Greece,GRE,Europe,2021,11,123954,81414,0.657,749.69,61035296.56,mature
Greece,GRE,Europe,2021,12,81277,66499,0.818,1109.93,73808956.59,mature
Greece,GRE,Europe,2022,1,115316,96552,0.837,788.66,76147061.43,mature
Greece,GRE,Europe,2022,2,76929,68692,0.893,772.4,53058022.82,mature
Greece,GRE,Europe,2022,3,166705,157614,0.945,708.04,111597315.65,mature
Greece,GRE,Europe,2022,4,178706,149901,0.839,670.05,100441798.22,mature
Greece,GRE,Europe,2022,5,200216,176308,0.881,696.82,122855289.0,mature
Greece,GRE,Europe,2022,6,207572,170358,0.821,1174.77,200131800.38,mature
Greece,GRE,Europe,2022,7,341254,308183,0.903,1085.72,334598912.55,mature
Greece,GRE,Europe,2022,8,315863,270461,0.856,1056.09,285630541.28,mature
Greece,GRE,Europe,2022,9,220818,199360,0.903,709.57,141459221.08,mature
Greece,GRE,Europe,2022,10,226891,193136,0.851,743.56,143607445.66,mature
Greece,GRE,Europe,2022,11,125419,105550,0.842,797.96,84224374.48,mature
Greece,GRE,Europe,2022,12,94378,70098,0.743,1098.86,77027551.57,mature
Portugal,POR,Europe,2018,1,160798,131281,0.816,825.76,108406359.26,mature
Portugal,POR,Europe,2018,2,106619,81623,0.766,1021.02,83338705.97,mature
Portugal,POR,Europe,2018,3,149402,115292,0.772,835.08,96278010.46,mature
Portugal,POR,Europe,2018,4,156479,107836,0.689,1034.31,111535629.19,mature
Portugal,POR,Europe,2018,5,196924,150198,0.763,1001.22,150380586.86,mature
Portugal,POR,Europe,2018,6,287769,273304,0.95,1581.17,432139773.41,mature
Portugal,POR,Europe,2018,7,338094,291184,0.861,1503.68,437848733.22,mature
Portugal,POR,Europe,2018,8,318906,297579,0.933,1378.28,410147915.51,mature
Portugal,POR,Europe,2018,9,265637,202192,0.761,997.95,201776526.06,mature
Portugal,POR,Europe,2018,10,210225,190188,0.905,936.86,178180143.28,mature
Portugal,POR,Europe,2018,11,154955,146304,0.944,869.57,127221025.95,mature
Portugal,POR,Europe,2018,12,121318,103167,0.85,1271.86,131214281.69,mature
Portugal,POR,Europe,2019,1,120685,84761,0.702,850.61,72098820.11,mature
Portugal,POR,Europe,2019,2,139067,101620,0.731,938.67,95387670.99,mature
Portugal,POR,Europe,2019,3,163174,141757,0.869,894.41,126789392.24,mature
Portugal,POR,Europe,2019,4,176699,121613,0.688,930.32,113139136.48,mature
Portugal,POR,Europe,2019,5,231925,182150,0.785,1090.27,198592768.77,mature
Portugal,POR,Europe,2019,6,332161,270142,0.813,1215.56,328374184.24,mature
Portugal,POR,Europe,2019,7,376656,237814,0.631,1484.14,352948721.9,mature
Portugal,POR,Europe,2019,8,270643,241736,0.893,1577.01,381220499.85,mature
Portugal,POR,Europe,2019,9,301004,229122,0.761,977.04,223862338.22,mature
Portugal,POR,Europe,2019,10,197371,182482,0.925,929.9,169690007.78,mature
Portugal,POR,Europe,2019,11,132753,115091,0.867,865.75,99639505.18,mature
Portugal,POR,Europe,2019,12,143931,114713,0.797,1468.6,168467294.09,mature
Portugal,POR,Europe,2020,1,44562,36976,0.83,834.66,30862284.76,mature
Portugal,POR,Europe,2020,2,38909,28207,0.725,1092.01,30802342.57,mature
Portugal,POR,Europe,2020,3,42196,29722,0.704,1082.56,32175808.44,mature
Portugal,POR,Europe,2020,4,71031,63126,0.889,822.8,51940039.55,mature
Portugal,POR,Europe,2020,5,61072,45195,0.74,1041.94,47090287.14,mature
Portugal,POR,Europe,2020,6,71541,47860,0.669,1395.68,66797150.35,mature
Portugal,POR,Europe,2020,7,85647,72153,0.842,1528.31,110271926.92,mature
Portugal,POR,Europe,2020,8,112500,84836,0.754,1551.36,131610758.42,mature
Portugal,POR,Europe,2020,9,56599,39116,0.691,946.86,37037450.3,mature
Portugal,POR,Europe,2020,10,53842,34108,0.633,919.23,31353199.56,mature
Portugal,POR,Europe,2020,11,54849,50348,0.918,939.79,47316670.65,mature
Portugal,POR,Europe,2020,12,27793,18408,0.662,1351.02,24869547.11,mature
Portugal,POR,Europe,2021,1,77016,48446,0.629,1002.13,48549347.19,mature
Portugal,POR,Europe,2021,2,76092,53413,0.702,1033.68,55212190.99,mature
Portugal,POR,Europe,2021,3,108861,84024,0.772,828.96,69652515.43,mature
Portugal,POR,Europe,2021,4,130795,109087,0.834,874.12,95354609.81,mature
Portugal,POR,Europe,2021,5,150534,111659,0.742,990.6,110609951.63,mature
Portugal,POR,Europe,2021,6,165280,127251,0.77,1494.35,190157892.83,mature
Portugal,POR,Europe,2021,7,200542,125937,0.628,1226.15,154417580.54,mature
Portugal,POR,Europe,2021,8,152486,114453,0.751,1310.09,149943619.03,mature
Portugal,POR,Europe,2021,9,176984,118276,0.668,1011.24,119605697.7,mature
Portugal,POR,Europe,2021,10,152339,98031,0.644,995.24,97564556.05,mature
Portugal,POR,Europe,2021,11,117876,78680,0.667,1072.79,84407184.03,mature
Portugal,POR,Europe,2021,12,83199,67127,0.807,1220.77,81946565.56,mature
Portugal,POR,Europe,2022,1,139660,107174,0.767,1016.35,108926543.28,mature
Portugal,POR,Europe,2022,2,109055,85425,0.783,879.09,75096544.64,mature
Portugal,POR,Europe,2022,3,120210,78878,0.656,1060.08,83617021.49,mature
Portugal,POR,Europe,2022,4,104869,77041,0.735,900.28,69358655.91,mature
Portugal,POR,Europe,2022,5,205621,157750,0.767,1098.93,173356826.7,mature
Portugal,POR,Europe,2022,6,249121,223666,0.898,1239.47,277227052.42,mature
Portugal,POR,Europe,2022,7,247616,160308,0.647,1385.45,222098524.46,mature
Portugal,POR,Europe,2022,8,264838,174573,0.659,1252.07,218577165.33,mature
Portugal,POR,Europe,2022,9,210765,143448,0.681,943.8,135385866.87,mature
Portugal,POR,Europe,2022,10,140978,118169,0.838,962.39,113725244.65,mature
Portugal,POR,Europe,2022,11,133935,93271,0.696,883.58,82412473.43,mature
