Country,Country_Code,Region,Year,Month,Hotel_Bookings,Average_Daily_Rate,Occupancy_Rate,Revenue,Tourism_Maturity
Netherlands,NET,Europe,2022,10,178399,4604.29,0.793,651685389.21,mature
Netherlands,NET,Europe,2022,11,124217,7478.36,0.823,764396972.75,mature
Netherlands,NET,Europe,2022,12,85796,9850.62,0.602,508440821.88,mature
Switzerland,SWI,Europe,2018,1,51177,8407.36,0.522,224643096.74,mature
Switzerland,SWI,Europe,2018,2,50110,11761.42,0.902,531606765.96,mature
Switzerland,SWI,Europe,2018,3,56361,7547.49,0.535,227501901.53,mature
Switzerland,SWI,Europe,2018,4,76434,7623.93,0.614,357593753.15,mature
Switzerland,SWI,Europe,2018,5,103683,10088.63,0.699,731048469.77,mature
Switzerland,SWI,Europe,2018,6,100407,16862.92,0.855,1446913500.32,mature
Switzerland,SWI,Europe,2018,7,139740,13696.23,0.563,1077496877.56,mature
Switzerland,SWI,Europe,2018,8,113033,15643.53,0.486,858945530.24,mature
Switzerland,SWI,Europe,2018,9,94146,8267.11,0.806,627557658.41,mature
Switzerland,SWI,Europe,2018,10,67845,9969.21,0.493,333593689.54,mature
Switzerland,SWI,Europe,2018,11,54634,11572.92,0.769,486434578.24,mature
Switzerland,SWI,Europe,2018,12,45939,16646.77,0.736,563156148.49,mature
Switzerland,SWI,Europe,2019,1,61397,9278.22,0.888,505789735.13,mature
Switzerland,SWI,Europe,2019,2,44226,9171.38,0.581,235666915.2,mature
Switzerland,SWI,Europe,2019,3,86285,11813.97,0.867,884179926.23,mature
Switzerland,SWI,Europe,2019,4,100975,12172.63,0.783,962937633.24,mature
Switzerland,SWI,Europe,2019,5,113712,12152.29,0.404,558057778.08,mature
Switzerland,SWI,Europe,2019,6,144537,17028.75,0.905,2226982799.61,mature
Switzerland,SWI,Europe,2019,7,185369,17554.0,0.92,2994252575.61,mature
Switzerland,SWI,Europe,2019,8,141332,13295.29,0.406,763044585.15,mature
Switzerland,SWI,Europe,2019,9,103475,9359.89,0.648,627776327.71,mature
Switzerland,SWI,Europe,2019,10,89987,11820.4,0.598,635596758.12,mature
Switzerland,SWI,Europe,2019,11,73034,11744.61,0.675,578750170.81,mature
Switzerland,SWI,Europe,2019,12,60201,17141.21,0.789,814579651.23,mature
Switzerland,SWI,Europe,2020,1,16631,7663.0,0.546,69541822.7,mature
Switzerland,SWI,Europe,2020,2,14691,8643.13,0.544,69075338.35,mature
Switzerland,SWI,Europe,2020,3,16985,12007.93,0.777,158505231.14,mature
Switzerland,SWI,Europe,2020,4,28832,11139.07,0.8,257036285.23,mature
Switzerland,SWI,Europe,2020,5,27085,8796.45,0.865,206195716.82,mature
Switzerland,SWI,Europe,2020,6,34530,15564.6,0.405,217657272.66,mature
Switzerland,SWI,Europe,2020,7,44494,14713.85,0.405,265431588.82,mature
Switzerland,SWI,Europe,2020,8,44012,15898.81,0.777,543603009.99,mature
Switzerland,SWI,Europe,2020,9,37912,9899.99,0.677,254005949.58,mature
Switzerland,SWI,Europe,2020,10,26550,8696.49,0.838,193509963.09,mature
Switzerland,SWI,Europe,2020,11,21288,7973.98,0.452,76725515.96,mature
Switzerland,SWI,Europe,2020,12,15652,15631.27,0.759,185795798.19,mature
Switzerland,SWI,Europe,2021,1,27103,7871.73,0.679,144925088.58,mature
Switzerland,SWI,Europe,2021,2,33190,7953.15,0.779,205725164.91,mature
Switzerland,SWI,Europe,2021,3,45538,10957.79,0.483,240930175.53,mature
Switzerland,SWI,Europe,2021,4,59844,10306.93,0.866,534087206.52,mature
Switzerland,SWI,Europe,2021,5,54396,10911.01,0.83,492360447.59,mature
Switzerland,SWI,Europe,2021,6,54523,15218.16,0.762,632085838.68,mature
Switzerland,SWI,Europe,2021,7,80306,17011.68,0.424,578680221.67,mature
Switzerland,SWI,Europe,2021,8,76885,16647.13,0.454,581181189.24,mature
Switzerland,SWI,Europe,2021,9,76882,11568.82,0.744,662153676.37,mature
Switzerland,SWI,Europe,2021,10,60825,11666.66,0.543,385121446.39,mature
Switzerland,SWI,Europe,2021,11,33990,8133.45,0.627,173431363.97,mature
Switzerland,SWI,Europe,2021,12,39023,16900.84,0.417,274742020.87,mature
Switzerland,SWI,Europe,2022,1,52927,10243.45,0.597,323424033.49,mature
Switzerland,SWI,Europe,2022,2,44728,10463.43,0.529,247539228.55,mature
Switzerland,SWI,Europe,2022,3,49916,10348.14,0.648,334590952.23,mature
Switzerland,SWI,Europe,2022,4,54886,8804.51,0.567,273842779.59,mature
Switzerland,SWI,Europe,2022,5,59940,9929.24,0.82,488033909.22,mature
Switzerland,SWI,Europe,2022,6,100158,17474.09,0.47,822864420.07,mature
Switzerland,SWI,Europe,2022,7,117139,16368.02,0.772,1479799368.7,mature
Switzerland,SWI,Europe,2022,8,129582,16977.72,0.758,1668235676.24,mature
Switzerland,SWI,Europe,2022,9,73786,10686.06,0.799,629705380.84,mature
Switzerland,SWI,Europe,2022,10,85580,10676.15,0.778,710608922.2,mature
Switzerland,SWI,Europe,2022,11,59799,11566.41,0.948,655872487.2,mature
Switzerland,SWI,Europe,2022,12,55968,16383.75,0.443,406605714.17,mature
Austria,AUS,Europe,2018,1,52035,6325.68,0.827,272068829.68,mature
Austria,AUS,Europe,2018,2,45254,6161.2,0.563,156876899.2,mature
Austria,AUS,Europe,2018,3,77533,4921.12,0.776,296154124.03,mature
Austria,AUS,Europe,2018,4,77246,4226.98,0.748,244348357.65,mature
Austria,AUS,Europe,2018,5,75848,6177.87,0.909,425978613.14,mature
Austria,AUS,Europe,2018,6,183073,8507.77,0.845,1316262751.53,mature
Austria,AUS,Europe,2018,7,161182,10501.37,0.833,1410164337.02,mature
Austria,AUS,Europe,2018,8,139323,9021.41,0.586,735940295.99,mature
Austria,AUS,Europe,2018,9,141450,5430.86,0.777,596521360.4,mature
Austria,AUS,Europe,2018,10,77652,7126.92,0.916,506811275.89,mature
Austria,AUS,Europe,2018,11,75982,6370.73,0.856,414454641.57,mature
Austria,AUS,Europe,2018,12,63691,8004.4,0.566,288624640.43,mature
Austria,AUS,Europe,2019,1,55909,5503.34,0.493,151718673.98,mature
Austria,AUS,Europe,2019,2,44459,6189.64,0.674,185351126.92,mature
Austria,AUS,Europe,2019,3,72977,4399.32,0.882,283099241.18,mature
Austria,AUS,Europe,2019,4,99031,6053.72,0.885,530422106.34,mature
Austria,AUS,Europe,2019,5,88352,6592.35,0.466,271147439.07,mature
Austria,AUS,Europe,2019,6,121813,8771.46,0.722,771521300.26,mature
Austria,AUS,Europe,2019,7,145328,9711.94,0.602,849761933.22,mature
Austria,AUS,Europe,2019,8,173554,9701.65,0.518,872885085.49,mature
Austria,AUS,Europe,2019,9,89656,6742.26,0.613,370285238.42,mature
Austria,AUS,Europe,2019,10,84865,6146.83,0.591,308449417.11,mature
Austria,AUS,Europe,2019,11,61000,5625.76,0.518,177826240.3,mature
Austria,AUS,Europe,2019,12,60022,7986.24,0.567,271879383.83,mature
Austria,AUS,Europe,2020,1,16140,7085.5,0.724,82836736.07,mature
Austria,AUS,Europe,2020,2,17394,4336.13,0.459,34588475.7,mature
Austria,AUS,Europe,2020,3,24597,6070.65,0.505,75412461.35,mature
Austria,AUS,Europe,2020,4,23098,5816.02,0.864,116066393.06,mature
Austria,AUS,Europe,2020,5,20608,5990.17,0.794,98061259.67,mature
Austria,AUS,Europe,2020,6,44490,10221.48,0.552,250989921.61,mature
Austria,AUS,Europe,2020,7,49143,10089.83,0.801,397347390.25,mature
Austria,AUS,Europe,2020,8,53598,10511.19,0.454,255850816.64,mature
Austria,AUS,Europe,2020,9,29819,6589.2,0.539,105866186.34,mature
Austria,AUS,Europe,2020,10,26933,5403.69,0.851,123842573.95,mature
Austria,AUS,Europe,2020,11,16339,6215.53,0.402,40824156.99,mature
Austria,AUS,Europe,2020,12,14565,8852.55,0.446,57503666.02,mature
Austria,AUS,Europe,2021,1,38856,6792.21,0.816,215242128.83,mature
Austria,AUS,Europe,2021,2,28857,5769.74,0.501,83465772.14,mature
Austria,AUS,Europe,2021,3,38196,5748.02,0.804,176575731.61,mature
Austria,AUS,Europe,2021,4,41181,5090.09,0.91,190674553.79,mature
Austria,AUS,Europe,2021,5,47881,7016.61,0.945,317575142.33,mature
Austria,AUS,Europe,2021,6,72404,8664.13,0.835,523764735.22,mature
Austria,AUS,Europe,2021,7,72701,8556.14,0.832,517340664.63,mature
Austria,AUS,Europe,2021,8,80541,8404.61,0.758,513182989.84,mature
Austria,AUS,Europe,2021,9,73532,4575.21,0.552,185820483.6,mature
Austria,AUS,Europe,2021,10,48649,5339.56,0.82,212979488.55,mature
Austria,AUS,Europe,2021,11,47159,6187.57,0.403,117728644.31,mature
Austria,AUS,Europe,2021,12,31992,8469.89,0.55,148917875.15,mature
Austria,AUS,Europe,2022,1,44250,5430.95,0.441,106064799.54,mature
Austria,AUS,Europe,2022,2,44400,6563.16,0.716,208600878.42,mature
Austria,AUS,Europe,2022,3,54547,6870.25,0.931,348931011.35,mature
Austria,AUS,Europe,2022,4,65115,6313.92,0.863,354833173.08,mature
Austria,AUS,Europe,2022,5,94937,5169.97,0.663,325516315.8,mature
Austria,AUS,Europe,2022,6,103169,9001.91,0.911,846446158.16,mature
Austria,AUS,Europe,2022,7,155468,8523.9,0.722,956865204.97,mature
Austria,AUS,Europe,2022,8,115982,8220.47,0.597,569323510.47,mature
Austria,AUS,Europe,2022,9,108563,5901.52,0.519,332739812.16,mature
Austria,AUS,Europe,2022,10,56326,5754.68,0.701,227294466.17,mature
Austria,AUS,Europe,2022,11,53739,6091.25,0.438,143300725.81,mature
Austria,AUS,Europe,2022,12,42693,9438.82,0.434,174889125.03,mature
Greece,GRE,Europe,2018,1,68477,1850.58,0.771,97658959.45,mature
Greece,GRE,Europe,2018,2,62106,2159.75,0.821,110081625.99,mature
Greece,GRE,Europe,2018,3,79366,2550.79,0.678,137228883.08,mature
Greece,GRE,Europe,2018,4,80326,2592.86,0.734,152877150.48,mature
Greece,GRE,Europe,2018,5,119876,2627.06,0.922,290357250.81,mature
Greece,GRE,Europe,2018,6,132736,3812.54,0.447,226437287.68,mature
Greece,GRE,Europe,2018,7,146357,3614.46,0.859,454613488.66,mature
Greece,GRE,Europe,2018,8,161118,3997.28,0.41,264346254.34,mature
Greece,GRE,Europe,2018,9,128447,2761.58,0.523,185649082.21,mature
Greece,GRE,Europe,2018,10,94235,2200.09,0.787,163255894.5,mature
Greece,GRE,Europe,2018,11,81982,2231.97,0.768,140601808.53,mature
Greece,GRE,Europe,2018,12,60931,4022.27,0.484,118671170.85,mature
Greece,GRE,Europe,2019,1,69547,2467.21,0.856,146810374.1,mature
Greece,GRE,Europe,2019,2,72431,2546.02,0.598,110186110.77,mature
Greece,GRE,Europe,2019,3,70419,1940.2,0.876,119638623.5,mature
Greece,GRE,Europe,2019,4,116242,2821.87,0.442,144917261.11,mature
Greece,GRE,Europe,2019,5,114804,2458.42,0.791,223209926.72,mature
Greece,GRE,Europe,2019,6,161404,4044.01,0.598,390136847.27,mature
Greece,GRE,Europe,2019,7,147555,3365.5,0.407,201910259.22,mature
Greece,GRE,Europe,2019,8,162111,3230.09,0.577,302041685.52,mature
Greece,GRE,Europe,2019,9,139810,2753.37,0.862,331742651.84,mature
Greece,GRE,Europe,2019,10,97842,1840.9,0.506,91173538.94,mature
Greece,GRE,Europe,2019,11,98024,2339.37,0.5,114743445.09,mature
Greece,GRE,Europe,2019,12,84343,3594.23,0.895,271187856.11,mature
Greece,GRE,Europe,2020,1,19447,2151.87,0.678,28360832.56,mature
Greece,GRE,Europe,2020,2,20405,2722.51,0.716,39769983.83,mature
Greece,GRE,Europe,2020,3,25832,2164.03,0.937,52356944.49,mature
Greece,GRE,Europe,2020,4,30036,2617.32,0.647,50896548.1,mature
Greece,GRE,Europe,2020,5,31172,2194.74,0.787,53815363.83,mature
Greece,GRE,Europe,2020,6,47406,3728.84,0.664,117459093.33,mature
Greece,GRE,Europe,2020,7,47625,3332.52,0.917,145472389.67,mature
Greece,GRE,Europe,2020,8,39492,4080.83,0.793,127871031.42,mature
Greece,GRE,Europe,2020,9,35134,2804.12,0.743,73185978.35,mature
Greece,GRE,Europe,2020,10,41759,1881.24,0.745,58501929.85,mature
Greece,GRE,Europe,2020,11,27344,2005.97,0.807,44287680.27,mature
Greece,GRE,Europe,2020,12,23959,4117.43,0.572,56435900.63,mature
Greece,GRE,Europe,2021,1,54228,2045.1,0.806,89439297.88,mature
Greece,GRE,Europe,2021,2,37356,2397.05,0.629,56297588.35,mature
Greece,GRE,Europe,2021,3,42046,1893.64,0.443,35244729.5,mature
Greece,GRE,Europe,2021,4,55695,2698.37,0.411,61836509.53,mature
Greece,GRE,Europe,2021,5,43004,2228.96,0.806,77234187.23,mature
Greece,GRE,Europe,2021,6,80423,3445.98,0.528,146217992.16,mature
Greece,GRE,Europe,2021,7,83258,3390.0,0.594,167633263.52,mature
Greece,GRE,Europe,2021,8,114921,3853.21,0.445,196897605.64,mature
Greece,GRE,Europe,2021,9,72776,2252.49,0.914,149831459.36,mature
Greece,GRE,Europe,2021,10,65041,2551.4,0.802,133083956.26,mature
Greece,GRE,Europe,2021,11,48988,2763.87,0.67,90735988.82,mature
Greece,GRE,Europe,2021,12,51836,3295.03,0.542,92538643.11,mature
Greece,GRE,Europe,2022,1,56724,2062.83,0.675,78963420.51,mature
Greece,GRE,Europe,2022,2,39805,2448.66,0.668,65102526.13,mature
Greece,GRE,Europe,2022,3,67108,2459.62,0.632,104345447.41,mature
Greece,GRE,Europe,2022,4,82767,1792.98,0.521,77346184.85,mature
Greece,GRE,Europe,2022,5,94560,2802.44,0.638,169038158.7,mature
Greece,GRE,Europe,2022,6,85003,3286.58,0.443,123891275.32,mature
Greece,GRE,Europe,2022,7,161906,3343.95,0.674,365018803.43,mature
Greece,GRE,Europe,2022,8,138293,4084.65,0.576,325522271.17,mature
Greece,GRE,Europe,2022,9,91442,2545.54,0.638,148586826.58,mature
Greece,GRE,Europe,2022,10,118456,2474.02,0.626,183395977.85,mature
Greece,GRE,Europe,2022,11,54831,2840.64,0.764,118979388.66,mature
Greece,GRE,Europe,2022,12,61726,3334.51,0.666,137034795.4,mature
Portugal,POR,Europe,2018,1,85546,2583.92,0.932,206060467.56,mature
Portugal,POR,Europe,2018,2,48444,3454.01,0.645,107902897.56,mature
Portugal,POR,Europe,2018,3,56463,3419.28,0.539,103977351.78,mature
Portugal,POR,Europe,2018,4,69004,2303.71,0.763,121213087.05,mature
Portugal,POR,Europe,2018,5,134497,2267.19,0.654,199446448.17,mature
Portugal,POR,Europe,2018,6,105829,5017.55,0.465,246880406.76,mature
Portugal,POR,Europe,2018,7,139295,4194.61,0.704,411272110.52,mature
Portugal,POR,Europe,2018,8,160042,4666.64,0.432,322667821.23,mature
Portugal,POR,Europe,2018,9,140891,3296.28,0.473,219523086.39,mature
Portugal,POR,Europe,2018,10,78498,2381.71,0.81,151502242.2,mature
Portugal,POR,Europe,2018,11,84962,2910.89,0.537,132861175.93,mature
Portugal,POR,Europe,2018,12,63668,5348.83,0.532,181289254.31,mature
Portugal,POR,Europe,2019,1,72973,2970.8,0.468,101416251.38,mature
Portugal,POR,Europe,2019,2,66504,3522.82,0.63,147647002.25,mature
Portugal,POR,Europe,2019,3,106389,2484.64,0.714,188739722.53,mature
Portugal,POR,Europe,2019,4,107248,3481.03,0.667,249089370.02,mature
Portugal,POR,Europe,2019,5,124252,2104.47,0.539,141011554.02,mature
Portugal,POR,Europe,2019,6,130289,4040.24,0.554,291536617.11,mature
Portugal,POR,Europe,2019,7,167338,5353.15,0.768,687722388.44,mature
Portugal,POR,Europe,2019,8,137355,5382.08,0.484,358005169.67,mature
Portugal,POR,Europe,2019,9,154172,3070.59,0.431,203831319.63,mature
Portugal,POR,Europe,2019,10,122035,2249.8,0.477,131005111.53,mature
Portugal,POR,Europe,2019,11,66158,3493.33,0.776,179291994.14,mature
Portugal,POR,Europe,2019,12,89152,4733.24,0.561,236747836.38,mature
Portugal,POR,Europe,2020,1,22726,2715.22,0.48,29617669.95,mature
Portugal,POR,Europe,2020,2,21132,2294.37,0.505,24478357.68,mature
Portugal,POR,Europe,2020,3,29004,3090.18,0.747,66955753.74,mature
Portugal,POR,Europe,2020,4,28786,2694.42,0.78,60470467.08,mature
Portugal,POR,Europe,2020,5,32666,2865.32,0.933,87336615.3,mature
Portugal,POR,Europe,2020,6,51448,4518.64,0.851,197915964.8,mature
Portugal,POR,Europe,2020,7,50477,4667.63,0.43,101365750.7,mature
Portugal,POR,Europe,2020,8,53535,5250.87,0.829,233056871.17,mature
Portugal,POR,Europe,2020,9,36886,2339.89,0.597,51539364.7,mature
Portugal,POR,Europe,2020,10,29166,2573.87,0.719,53956006.65,mature
Portugal,POR,Europe,2020,11,22030,2941.05,0.641,41542580.21,mature
Portugal,POR,Europe,2020,12,14833,4043.11,0.891,53405181.51,mature
Portugal,POR,Europe,2021,1,35046,2102.48,0.855,62980117.25,mature
Portugal,POR,Europe,2021,2,44168,3190.65,0.408,57553781.17,mature
Portugal,POR,Europe,2021,3,43660,3557.73,0.845,131212838.99,mature
Portugal,POR,Europe,2021,4,57517,2455.29,0.408,57604546.43,mature
Portugal,POR,Europe,2021,5,58267,3017.97,0.412,72450755.47,mature
Portugal,POR,Europe,2021,6,100003,4175.08,0.791,330212075.04,mature
Portugal,POR,Europe,2021,7,82675,4710.14,0.444,173029334.2,mature
Portugal,POR,Europe,2021,8,91517,4777.38,0.447,195604848.83,mature
Portugal,POR,Europe,2021,9,95071,2920.53,0.907,251800868.4,mature
Portugal,POR,Europe,2021,10,80110,3480.76,0.443,123466984.65,mature
Portugal,POR,Europe,2021,11,42211,3581.56,0.668,101016305.74,mature
Portugal,POR,Europe,2021,12,35727,5054.5,0.545,98481637.2,mature
Portugal,POR,Europe,2022,1,69294,3355.93,0.831,193325689.32,mature
Portugal,POR,Europe,2022,2,44140,2702.43,0.627,74826159.25,mature
Portugal,POR,Europe,2022,3,69919,2351.06,0.649,106661774.4,mature
Portugal,POR,Europe,2022,4,61995,2897.56,0.851,152859078.57,mature
Portugal,POR,Europe,2022,5,90320,2446.18,0.765,168956348.73,mature
Portugal,POR,Europe,2022,6,127303,4379.06,0.755,420842136.61,mature
Portugal,POR,Europe,2022,7,117974,4412.89,0.9,468583686.91,mature
Portugal,POR,Europe,2022,8,141822,4762.99,0.786,531138235.78,mature
Portugal,POR,Europe,2022,9,115031,3537.83,0.669,272434367.22,mature
Portugal,POR,Europe,2022,10,88031,2723.46,0.44,105391328.76,mature
Portugal,POR,Europe,2022,11,61285,3285.94,0.843,169699381.48,mature
Portugal,POR,Europe,2022,12,72764,3977.2,0.69,199665115.87,mature
Poland,POL,Eastern Europe,2018,1,83022,1152.53,0.895,85650103.12,emerging
Poland,POL,Eastern Europe,2018,2,71462,1554.15,0.435,48358008.62,emerging
Poland,POL,Eastern Europe,2018,3,102103,1493.45,0.473,72182856.47,emerging
Poland,POL,Eastern Europe,2018,4,101378,1054.47,0.758,81055916.79,emerging
Poland,POL,Eastern Europe,2018,5,177900,1603.47,0.936,267013488.06,emerging
Poland,POL,Eastern Europe,2018,6,221084,2487.74,0.717,394595905.68,emerging
Poland,POL,Eastern Europe,2018,7,227572,2164.5,0.85,418669699.96,emerging
Poland,POL,Eastern Europe,2018,8,168128,1912.48,0.921,296249803.65,emerging
Poland,POL,Eastern Europe,2018,9,144863,1711.32,0.801,198540743.0,emerging
Poland,POL,Eastern Europe,2018,10,137881,1510.43,0.85,176985566.83,emerging
Poland,POL,Eastern Europe,2018,11,83697,1563.04,0.842,110205025.49,emerging
Poland,POL,Eastern Europe,2018,12,75124,1902.19,0.512,73202936.82,emerging
Poland,POL,Eastern Europe,2019,1,85248,1054.97,0.799,71884890.53,emerging
Poland,POL,Eastern Europe,2019,2,65825,1644.76,0.539,58322362.98,emerging
Poland,POL,Eastern Europe,2019,3,114870,1468.09,0.883,148842444.62,emerging
Poland,POL,Eastern Europe,2019,4,126963,1276.94,0.877,142159638.24,emerging
Poland,POL,Eastern Europe,2019,5,155882,1065.19,0.645,107060184.5,emerging
Poland,POL,Eastern Europe,2019,6,251932,1894.16,0.722,344650705.36,emerging
Poland,POL,Eastern Europe,2019,7,316544,2540.55,0.558,448383956.84,emerging
Poland,POL,Eastern Europe,2019,8,252942,2189.15,0.596,330189496.54,emerging
Poland,POL,Eastern Europe,2019,9,205818,1470.06,0.817,247318714.65,emerging
Poland,POL,Eastern Europe,2019,10,181979,1672.55,0.637,193887249.64,emerging
Poland,POL,Eastern Europe,2019,11,155311,1163.28,0.793,143253018.4,emerging
Poland,POL,Eastern Europe,2019,12,91932,2460.17,0.662,149773964.36,emerging
Poland,POL,Eastern Europe,2020,1,26710,1677.72,0.803,35973316.16,emerging
Poland,POL,Eastern Europe,2020,2,22101,1056.37,0.513,11970503.35,emerging
Poland,POL,Eastern Europe,2020,3,42739,1507.09,0.709,45654829.83,emerging
Poland,POL,Eastern Europe,2020,4,30977,1039.96,0.603,19426347.88,emerging
Poland,POL,Eastern Europe,2020,5,48419,1160.25,0.495,27820855.25,emerging
Poland,POL,Eastern Europe,2020,6,52576,2293.85,0.532,64154560.29,emerging
Poland,POL,Eastern Europe,2020,7,66595,2520.24,0.66,110812731.22,emerging
Poland,POL,Eastern Europe,2020,8,70102,2539.64,0.451,80260488.44,emerging
Poland,POL,Eastern Europe,2020,9,44542,1350.75,0.723,43526886.39,emerging
Poland,POL,Eastern Europe,2020,10,39493,1243.04,0.753,36943693.56,emerging
Poland,POL,Eastern Europe,2020,11,24387,1705.01,0.528,21939493.83,emerging
Poland,POL,Eastern Europe,2020,12,25003,1950.49,0.531,25893331.69,emerging
Poland,POL,Eastern Europe,2021,1,46039,1725.23,0.403,31972123.61,emerging
Poland,POL,Eastern Europe,2021,2,39329,1634.17,0.77,49472205.92,emerging
Poland,POL,Eastern Europe,2021,3,56089,1697.98,0.891,84898758.55,emerging
Poland,POL,Eastern Europe,2021,4,76856,1420.8,0.932,101786160.8,emerging
Poland,POL,Eastern Europe,2021,5,117660,1331.87,0.866,135715919.35,emerging
Poland,POL,Eastern Europe,2021,6,92739,2139.71,0.491,97362108.3,emerging
Poland,POL,Eastern Europe,2021,7,127186,2344.95,0.681,203083700.25,emerging
Poland,POL,Eastern Europe,2021,8,105984,2162.09,0.605,138691712.15,emerging
Poland,POL,Eastern Europe,2021,9,129816,1622.57,0.613,129199737.53,emerging
Poland,POL,Eastern Europe,2021,10,85195,1254.7,0.767,82024628.52,emerging
Poland,POL,Eastern Europe,2021,11,82993,1289.0,0.774,82794236.02,emerging
Poland,POL,Eastern Europe,2021,12,45086,2063.74,0.716,66601040.43,emerging
Poland,POL,Eastern Europe,2022,1,104144,1334.26,0.916,127240952.61,emerging
Poland,POL,Eastern Europe,2022,2,54109,1190.71,0.621,40009879.64,emerging
Poland,POL,Eastern Europe,2022,3,87660,1380.99,0.453,54812233.14,emerging
Poland,POL,Eastern Europe,2022,4,127756,1549.91,0.641,126871553.66,emerging
Poland,POL,Eastern Europe,2022,5,155245,1071.05,0.672,111806314.6,emerging
Poland,POL,Eastern Europe,2022,6,196944,2517.55,0.586,290330276.92,emerging
Poland,POL,Eastern Europe,2022,7,216640,2374.12,0.587,301913462.67,emerging
